annee_numero_de_tirage;date_de_tirage;heure_de_tirage;date_de_forclusion;boule1;boule2;boule3;boule4;boule5;boule6;boule7;boule8;boule9;boule10;boule11;boule12;boule13;boule14;boule15;boule16;boule17;boule18;boule19;boule20;multiplicateur;numero_jokerplus;devise;
2022247;04/05/2022;midi;04/07/2022;1;6;7;8;11;13;14;20;23;29;34;35;38;42;43;53;54;61;62;63;2;1 775 513;eur;
2022246;03/05/2022;soir;03/07/2022;3;8;10;13;14;16;24;30;32;35;43;44;47;53;55;58;62;63;64;68;3;4 859 191;eur;
2022245;03/05/2022;midi;03/07/2022;5;6;8;9;11;25;26;28;31;32;40;42;48;56;58;61;62;65;68;70;3;5 910 265;eur;
2022244;02/05/2022;soir;02/07/2022;7;10;13;14;24;27;28;29;30;35;38;43;45;46;48;52;55;59;60;67;2;4 633 114;eur;
2022243;02/05/2022;midi;02/07/2022;9;16;20;22;28;29;35;39;40;41;44;46;48;52;58;60;62;63;65;70;2;1 871 502;eur;
2022242;01/05/2022;soir;01/07/2022;2;3;5;6;20;22;25;28;31;32;33;35;36;37;44;47;51;60;62;65;5;6 976 753;eur;
2022241;01/05/2022;midi;01/07/2022;1;2;7;10;11;12;15;18;23;26;28;39;45;48;49;51;53;56;58;70;2;8 103 796;eur;
2022240;30/04/2022;soir;30/06/2022;1;3;16;18;19;20;21;23;29;31;32;35;38;41;42;55;58;62;63;66;2;5 446 272;eur;
2022239;30/04/2022;midi;30/06/2022;1;2;6;7;8;11;13;16;17;22;25;35;41;42;46;48;52;65;66;68;2;2 330 382;eur;
2022238;29/04/2022;soir;29/06/2022;2;3;5;9;16;19;24;25;32;35;37;38;39;42;44;45;46;51;67;70;3;0 579 261;eur;
2022237;29/04/2022;midi;29/06/2022;7;8;10;14;16;17;23;24;26;29;30;37;38;44;47;58;60;63;64;67;2;8 274 807;eur;
2022236;28/04/2022;soir;28/06/2022;1;2;6;10;21;23;25;28;32;33;35;38;41;49;53;55;60;61;63;67;2;1 245 010;eur;
2022235;28/04/2022;midi;28/06/2022;3;9;11;14;15;16;21;23;29;31;34;44;51;53;54;55;58;62;66;69;2;8 952 316;eur;
2022234;27/04/2022;soir;27/06/2022;4;10;16;20;23;26;30;36;38;39;42;45;50;52;54;62;66;67;68;70;2;5 936 306;eur;
2022233;27/04/2022;midi;27/06/2022;2;3;7;10;21;27;31;37;41;42;44;47;48;52;54;57;59;62;63;69;2;7 748 021;eur;
2022232;26/04/2022;soir;26/06/2022;1;6;11;14;17;18;23;26;28;31;34;35;43;44;46;53;58;59;62;70;2;9 741 248;eur;
2022231;26/04/2022;midi;26/06/2022;4;5;6;16;17;25;27;34;36;39;41;42;44;46;49;50;56;61;63;67;2;9 591 018;eur;
2022230;25/04/2022;soir;25/06/2022;4;8;14;15;16;17;18;22;25;26;27;28;29;39;47;48;50;54;68;70;2;1 108 109;eur;
2022229;25/04/2022;midi;25/06/2022;6;9;10;13;17;19;28;36;37;43;45;48;49;50;54;59;60;63;64;69;2;7 557 749;eur;
2022228;24/04/2022;soir;24/06/2022;1;6;11;13;15;18;19;21;22;26;30;32;37;42;44;45;46;48;62;66;2;0 445 006;eur;
2022227;24/04/2022;midi;24/06/2022;1;8;9;11;12;13;23;32;35;38;39;43;46;54;56;57;60;63;64;69;2;7 428 780;eur;
2022226;23/04/2022;soir;23/06/2022;5;8;10;11;13;15;19;21;25;27;29;30;34;41;45;54;57;63;67;69;2;2 094 944;eur;
2022225;23/04/2022;midi;23/06/2022;4;6;17;18;19;22;26;28;34;37;39;40;42;49;54;55;62;65;67;70;2;7 277 939;eur;
2022224;22/04/2022;soir;22/06/2022;1;4;5;6;12;14;15;26;30;33;42;44;49;55;57;58;59;60;66;68;2;2 926 033;eur;
2022223;22/04/2022;midi;22/06/2022;3;5;7;9;11;14;23;24;34;35;37;41;44;47;50;53;62;65;68;70;2;7 822 659;eur;
2022222;21/04/2022;soir;21/06/2022;3;4;6;9;11;16;23;29;32;35;39;40;42;43;46;50;57;61;66;68;2;1 399 788;eur;
2022221;21/04/2022;midi;21/06/2022;9;17;18;24;27;28;39;40;41;42;47;54;56;59;60;61;63;64;65;66;3;8 610 085;eur;
2022220;20/04/2022;soir;20/06/2022;2;3;9;21;24;25;28;42;44;45;46;47;49;52;54;57;59;60;61;62;3;2 194 013;eur;
2022219;20/04/2022;midi;20/06/2022;4;11;15;16;21;22;23;28;30;32;36;45;50;53;56;58;62;63;64;70;2;1 977 620;eur;
2022218;19/04/2022;soir;19/06/2022;3;6;12;16;17;18;23;24;26;27;30;38;46;51;53;54;57;60;65;68;2;5 989 055;eur;
2022217;19/04/2022;midi;19/06/2022;3;4;18;19;20;27;29;31;33;34;38;39;47;50;55;56;60;62;63;68;2;9 055 031;eur;
2022216;18/04/2022;soir;18/06/2022;6;11;12;16;17;18;19;21;26;34;39;42;49;55;59;64;66;67;69;70;3;0 456 312;eur;
2022215;18/04/2022;midi;18/06/2022;2;3;4;5;6;14;16;18;21;25;27;29;35;36;44;46;57;62;68;69;2;4 467 006;eur;
2022214;17/04/2022;soir;17/06/2022;3;5;7;8;12;13;15;16;25;28;33;35;41;43;45;53;56;58;63;65;2;6 209 882;eur;
2022213;17/04/2022;midi;17/06/2022;2;7;8;13;20;21;25;32;38;42;43;44;47;50;51;54;55;58;66;69;5;6 452 696;eur;
2022212;16/04/2022;soir;16/06/2022;1;3;4;10;11;12;16;20;27;28;31;32;34;42;46;54;57;58;65;68;2;9 055 977;eur;
2022211;16/04/2022;midi;16/06/2022;1;3;7;16;18;21;25;26;30;31;33;35;39;40;55;56;60;62;63;66;2;0 376 141;eur;
2022210;15/04/2022;soir;15/06/2022;1;4;6;9;12;15;19;24;27;29;35;41;42;43;47;49;51;52;60;67;2;5 394 328;eur;
2022209;15/04/2022;midi;15/06/2022;3;4;8;9;10;17;18;23;29;32;33;38;42;48;49;56;59;62;66;70;2;6 765 070;eur;
2022208;14/04/2022;soir;14/06/2022;3;7;8;10;16;20;25;28;35;38;42;46;55;56;61;62;63;64;65;70;3;9 573 792;eur;
2022207;14/04/2022;midi;14/06/2022;2;4;5;11;15;16;17;18;24;30;33;36;39;43;54;55;59;60;66;68;2;1 189 704;eur;
2022206;13/04/2022;soir;13/06/2022;1;2;7;11;14;15;22;35;37;39;42;47;48;52;54;55;60;62;66;69;5;5 756 678;eur;
2022205;13/04/2022;midi;13/06/2022;4;6;9;12;14;23;25;33;39;42;43;45;53;54;57;61;62;65;67;68;2;8 563 383;eur;
2022204;12/04/2022;soir;12/06/2022;5;9;10;13;15;25;28;30;31;32;33;43;46;48;56;60;66;67;68;69;2;0 655 662;eur;
2022203;12/04/2022;midi;12/06/2022;9;10;11;12;13;14;17;20;25;32;33;36;40;43;48;49;50;52;54;66;2;3 938 568;eur;
2022202;11/04/2022;soir;11/06/2022;4;7;8;18;20;22;25;30;33;39;43;46;49;50;52;60;61;66;67;68;2;2 304 690;eur;
2022201;11/04/2022;midi;11/06/2022;3;4;5;8;15;21;26;29;31;44;46;48;53;56;59;63;64;65;66;70;3;2 553 544;eur;
2022200;10/04/2022;soir;10/06/2022;3;4;10;20;30;33;38;39;40;43;48;52;56;58;59;61;64;65;67;70;2;2 459 737;eur;
2022199;10/04/2022;midi;10/06/2022;6;8;9;10;15;18;19;24;29;35;41;43;48;50;54;60;62;63;65;67;2;9 683 268;eur;
2022198;09/04/2022;soir;09/06/2022;1;2;5;6;11;14;18;20;25;26;30;33;43;44;47;49;52;55;61;68;2;7 402 236;eur;
2022197;09/04/2022;midi;09/06/2022;3;6;7;14;16;23;30;43;45;46;47;48;50;55;56;57;59;62;64;70;3;8 597 752;eur;
2022196;08/04/2022;soir;08/06/2022;6;8;13;21;22;23;24;25;30;34;37;44;45;46;47;48;54;64;65;70;2;8 285 970;eur;
2022195;08/04/2022;midi;08/06/2022;3;8;10;12;14;17;29;30;33;35;40;43;51;52;53;55;58;59;60;69;2;0 879 155;eur;
2022194;07/04/2022;soir;07/06/2022;1;2;3;11;19;22;28;32;33;37;39;41;43;45;52;54;60;61;64;67;3;5 043 458;eur;
2022193;07/04/2022;midi;07/06/2022;2;3;5;13;17;21;28;29;30;32;37;38;42;49;50;53;56;60;61;66;2;9 206 191;eur;
2022192;06/04/2022;soir;06/06/2022;3;4;7;9;12;13;14;18;22;24;30;33;36;38;42;45;46;52;61;67;2;3 667 113;eur;
2022191;06/04/2022;midi;06/06/2022;4;10;12;17;19;26;29;31;34;35;38;41;42;51;58;62;64;67;69;70;2;3 541 306;eur;
2022190;05/04/2022;soir;05/06/2022;1;6;10;12;14;15;18;27;29;30;34;41;45;48;52;56;57;60;64;69;3;8 361 077;eur;
2022189;05/04/2022;midi;05/06/2022;10;16;17;23;24;25;28;29;32;37;38;46;48;53;55;59;60;65;69;70;3;5 441 879;eur;
2022188;04/04/2022;soir;04/06/2022;2;12;13;14;23;26;33;37;38;40;43;45;55;57;62;65;66;67;68;70;2;8 644 608;eur;
2022187;04/04/2022;midi;04/06/2022;1;5;7;8;10;15;22;24;30;31;33;34;35;36;37;49;51;60;61;62;3;0 324 456;eur;
2022186;03/04/2022;soir;03/06/2022;2;7;8;13;17;19;20;22;24;26;30;32;37;44;46;47;54;60;61;69;3;2 558 056;eur;
2022185;03/04/2022;midi;03/06/2022;7;11;15;16;18;19;28;29;39;40;42;50;51;53;55;60;63;64;65;68;2;7 216 790;eur;
2022184;02/04/2022;soir;02/06/2022;1;2;3;7;8;11;18;26;27;32;33;38;47;50;51;53;60;63;65;69;3;2 977 329;eur;
2022183;02/04/2022;midi;02/06/2022;5;8;11;12;17;19;20;21;24;25;27;28;35;36;39;41;47;51;60;61;2;0 674 156;eur;
2022182;01/04/2022;soir;01/06/2022;1;2;7;14;23;27;28;29;32;33;34;42;45;46;50;53;56;59;69;70;2;1 839 609;eur;
2022181;01/04/2022;midi;01/06/2022;2;5;9;10;11;13;15;17;19;24;30;33;35;44;45;52;54;63;64;67;2;8 402 152;eur;
2022180;31/03/2022;soir;31/05/2022;3;6;7;11;12;18;21;26;32;34;35;36;39;45;52;55;57;60;63;67;3;4 924 610;eur;
2022179;31/03/2022;midi;31/05/2022;1;2;3;4;8;12;22;26;27;28;29;30;32;36;40;46;55;58;61;70;3;0 747 628;eur;
2022178;30/03/2022;soir;30/05/2022;8;10;11;20;21;24;28;32;33;34;38;40;42;49;53;54;60;61;62;66;3;3 430 199;eur;
2022177;30/03/2022;midi;30/05/2022;2;4;13;15;17;21;28;29;32;33;38;39;51;57;60;64;65;68;69;70;2;4 485 122;eur;
2022176;29/03/2022;soir;29/05/2022;6;9;13;14;16;18;21;27;34;43;44;45;48;57;59;64;66;67;68;70;2;8 517 164;eur;
2022175;29/03/2022;midi;29/05/2022;4;5;7;11;16;17;19;21;25;26;27;31;33;36;37;43;53;59;67;69;3;8 691 268;eur;
2022174;28/03/2022;soir;28/05/2022;7;9;15;18;20;24;25;29;42;43;47;48;49;52;54;55;62;64;66;70;2;5 844 464;eur;
2022173;28/03/2022;midi;28/05/2022;2;7;11;13;16;24;36;38;41;43;44;47;49;51;61;64;65;68;69;70;2;6 983 004;eur;
2022172;27/03/2022;soir;27/05/2022;5;8;11;14;18;22;28;29;37;39;42;44;45;46;49;51;57;64;66;68;2;4 677 799;eur;
2022171;27/03/2022;midi;27/05/2022;1;8;10;11;16;23;29;33;34;35;37;40;45;49;51;55;65;66;69;70;2;1 505 761;eur;
2022170;26/03/2022;soir;26/05/2022;8;11;15;16;20;26;28;29;34;35;40;47;48;52;54;56;58;59;64;65;2;9 442 110;eur;
2022169;26/03/2022;midi;26/05/2022;1;6;8;17;18;23;25;31;33;34;41;47;50;57;58;60;61;63;67;69;2;5 763 238;eur;
2022168;25/03/2022;soir;25/05/2022;6;11;12;13;14;24;28;29;33;36;37;39;43;45;50;51;56;59;62;67;2;3 877 476;eur;
2022167;25/03/2022;midi;25/05/2022;1;3;4;5;8;21;24;26;28;32;37;42;43;44;51;52;57;61;63;68;2;5 433 844;eur;
2022166;24/03/2022;soir;24/05/2022;8;9;10;11;12;13;22;29;31;32;34;35;39;42;44;56;61;65;66;69;2;8 464 636;eur;
2022165;24/03/2022;midi;24/05/2022;2;9;10;11;12;13;15;19;20;24;27;29;42;46;47;48;49;50;59;60;5;1 298 752;eur;
2022164;23/03/2022;soir;23/05/2022;4;7;16;17;18;19;23;27;28;34;39;41;42;46;49;50;57;59;63;69;2;9 224 620;eur;
2022163;23/03/2022;midi;23/05/2022;3;4;5;7;8;14;22;24;25;29;32;33;34;40;52;56;62;63;64;67;2;1 755 556;eur;
2022162;22/03/2022;soir;22/05/2022;1;7;10;17;22;26;29;30;48;50;52;53;54;57;59;60;61;63;64;66;3;8 986 570;eur;
2022161;22/03/2022;midi;22/05/2022;1;4;7;10;14;18;21;23;32;35;36;39;45;46;47;53;56;59;65;68;2;9 626 634;eur;
2022160;21/03/2022;soir;21/05/2022;3;6;12;13;16;24;26;30;31;34;35;48;49;50;53;57;58;60;64;69;2;0 463 440;eur;
2022159;21/03/2022;midi;21/05/2022;1;3;7;8;10;13;19;21;25;30;32;38;46;51;55;57;61;62;64;67;2;0 886 991;eur;
2022158;20/03/2022;soir;20/05/2022;2;3;9;11;14;15;16;23;31;38;40;46;51;53;58;61;63;64;68;69;3;1 491 776;eur;
2022157;20/03/2022;midi;20/05/2022;2;7;10;11;13;18;20;21;25;27;30;37;39;40;45;50;53;62;63;69;2;4 043 981;eur;
2022156;19/03/2022;soir;19/05/2022;1;2;6;7;20;22;23;31;32;34;35;36;38;48;50;51;55;58;63;65;3;6 880 798;eur;
2022155;19/03/2022;midi;19/05/2022;3;4;8;12;13;14;16;25;26;31;32;34;43;50;52;59;61;65;66;70;2;5 203 757;eur;
2022154;18/03/2022;soir;18/05/2022;6;8;16;17;18;21;22;24;34;37;39;42;52;53;54;55;56;65;68;69;2;8 220 908;eur;
2022153;18/03/2022;midi;18/05/2022;3;5;6;10;13;14;15;19;26;35;43;44;49;56;57;59;60;64;67;69;2;3 955 810;eur;
2022152;17/03/2022;soir;17/05/2022;8;9;10;11;14;16;17;20;21;23;27;31;36;39;41;42;52;53;54;63;2;5 107 522;eur;
2022151;17/03/2022;midi;17/05/2022;3;11;14;16;19;22;27;38;42;44;45;48;49;52;53;58;59;61;62;70;2;9 922 105;eur;
2022150;16/03/2022;soir;16/05/2022;6;8;14;19;23;25;28;29;30;41;43;44;49;50;52;54;59;63;66;67;2;3 582 643;eur;
2022149;16/03/2022;midi;16/05/2022;2;9;13;17;22;27;31;33;41;44;52;53;56;57;59;60;63;65;66;70;3;4 112 835;eur;
2022148;15/03/2022;soir;15/05/2022;1;17;19;20;22;23;25;27;29;38;39;40;41;42;45;50;53;57;61;64;3;5 688 790;eur;
2022147;15/03/2022;midi;15/05/2022;1;6;10;12;14;16;22;25;27;29;31;33;36;42;45;46;52;55;59;68;3;4 220 323;eur;
2022146;14/03/2022;soir;14/05/2022;6;7;8;12;14;18;21;22;27;28;35;42;44;45;47;49;52;63;66;67;2;2 469 264;eur;
2022145;14/03/2022;midi;14/05/2022;9;13;14;16;18;20;21;28;31;36;40;41;45;49;50;56;58;62;66;67;5;8 807 455;eur;
2022144;13/03/2022;soir;13/05/2022;2;3;4;9;11;16;20;26;32;39;40;44;48;49;50;54;55;58;62;70;3;9 026 449;eur;
2022143;13/03/2022;midi;13/05/2022;1;3;5;8;13;14;15;26;28;32;35;41;42;44;46;48;49;53;54;69;2;7 761 204;eur;
2022142;12/03/2022;soir;12/05/2022;2;13;15;17;19;25;29;36;41;42;45;49;51;53;54;57;59;63;64;69;3;6 478 543;eur;
2022141;12/03/2022;midi;12/05/2022;1;2;9;12;25;28;29;31;36;40;42;45;49;51;52;55;56;57;58;69;2;1 008 008;eur;
2022140;11/03/2022;soir;11/05/2022;2;3;11;15;22;23;32;36;37;40;43;46;49;52;55;56;61;62;68;69;2;4 831 665;eur;
2022139;11/03/2022;midi;11/05/2022;4;5;10;16;21;24;25;29;32;33;37;42;48;50;51;54;57;60;63;69;2;7 941 760;eur;
2022138;10/03/2022;soir;10/05/2022;4;6;7;11;14;15;18;21;23;30;38;40;41;42;43;53;58;63;67;68;2;8 054 396;eur;
2022137;10/03/2022;midi;10/05/2022;1;3;6;15;28;30;32;37;48;50;51;52;53;57;58;60;63;66;67;68;3;0 278 843;eur;
2022136;09/03/2022;soir;09/05/2022;2;6;12;20;23;24;25;29;38;40;42;46;50;53;57;58;59;62;63;65;3;9 173 441;eur;
2022135;09/03/2022;midi;09/05/2022;11;15;16;21;24;29;35;37;47;48;51;53;54;57;59;61;62;67;68;69;2;4 881 003;eur;
2022134;08/03/2022;soir;08/05/2022;4;12;14;17;20;25;26;28;30;33;35;45;47;49;51;54;55;57;64;65;2;5 067 679;eur;
2022133;08/03/2022;midi;08/05/2022;6;7;12;18;19;21;22;23;28;29;30;34;38;48;55;57;59;61;62;68;3;1 850 532;eur;
2022132;07/03/2022;soir;07/05/2022;5;6;7;10;15;22;25;30;33;37;42;46;49;51;53;55;56;57;58;65;2;3 519 909;eur;
2022131;07/03/2022;midi;07/05/2022;5;6;8;11;13;20;21;26;30;33;35;41;46;52;53;54;55;57;60;64;2;0 069 452;eur;
2022130;06/03/2022;soir;06/05/2022;1;3;7;8;10;11;13;14;18;22;31;35;37;40;41;52;57;59;62;69;3;8 065 368;eur;
2022129;06/03/2022;midi;06/05/2022;1;7;8;10;11;23;25;37;46;50;51;52;54;55;56;59;61;63;65;66;3;0 835 041;eur;
2022128;05/03/2022;soir;05/05/2022;7;9;10;12;13;19;20;31;44;45;47;48;50;53;55;57;59;61;63;70;3;5 966 924;eur;
2022127;05/03/2022;midi;05/05/2022;1;2;5;12;14;20;24;31;32;34;42;45;49;53;57;58;59;60;63;66;5;5 002 526;eur;
2022126;04/03/2022;soir;04/05/2022;2;3;6;8;9;11;12;13;14;36;37;40;46;47;48;50;59;63;67;69;2;8 146 814;eur;
2022125;04/03/2022;midi;04/05/2022;10;11;13;15;18;19;30;32;37;42;43;44;45;50;51;52;58;60;63;70;2;2 265 456;eur;
2022124;03/03/2022;soir;03/05/2022;6;7;9;12;13;15;18;23;24;28;35;41;42;44;46;50;54;59;61;67;3;8 988 598;eur;
2022123;03/03/2022;midi;03/05/2022;1;2;3;5;8;10;13;21;22;25;27;33;36;47;49;53;57;65;66;67;3;4 631 936;eur;
2022122;02/03/2022;soir;02/05/2022;7;11;20;24;28;29;30;32;35;36;37;44;47;51;56;58;63;64;65;67;2;4 728 936;eur;
2022121;02/03/2022;midi;02/05/2022;1;3;9;10;13;15;16;21;25;36;39;43;44;45;46;49;55;56;68;69;2;9 529 804;eur;
2022120;01/03/2022;soir;01/05/2022;1;6;7;10;14;20;22;24;26;32;33;37;48;53;57;60;61;63;65;66;2;3 735 449;eur;
2022119;01/03/2022;midi;01/05/2022;3;11;14;16;19;21;22;33;34;36;38;44;51;53;58;59;62;63;68;69;3;5 104 221;eur;
2022118;28/02/2022;soir;30/04/2022;2;9;10;19;22;26;29;30;32;41;42;46;48;49;54;57;58;60;64;66;2;7 024 739;eur;
2022117;28/02/2022;midi;30/04/2022;2;4;7;10;12;27;31;32;34;47;48;50;51;52;53;60;65;66;69;70;3;2 473 951;eur;
2022116;27/02/2022;soir;29/04/2022;1;5;6;8;9;13;15;16;19;24;27;34;37;39;41;43;49;58;61;69;2;0 452 850;eur;
2022115;27/02/2022;midi;29/04/2022;6;7;12;16;19;28;30;32;40;43;48;52;54;55;58;59;63;64;65;68;2;8 038 953;eur;
2022114;26/02/2022;soir;28/04/2022;1;5;7;8;12;17;19;22;25;28;29;30;31;35;40;44;45;57;61;65;2;2 484 567;eur;
2022113;26/02/2022;midi;28/04/2022;2;7;9;12;21;22;25;31;36;40;41;43;49;51;53;54;63;66;67;69;2;8 330 395;eur;
2022112;25/02/2022;soir;27/04/2022;4;5;6;10;12;14;20;29;34;36;38;46;50;52;59;61;62;67;68;69;2;9 280 372;eur;
2022111;25/02/2022;midi;27/04/2022;1;5;6;7;11;15;18;23;26;28;29;30;31;33;37;39;44;46;61;65;2;1 935 865;eur;
2022110;24/02/2022;soir;26/04/2022;1;11;14;21;24;27;29;32;34;37;40;56;58;60;64;65;67;68;69;70;2;0 882 713;eur;
2022109;24/02/2022;midi;26/04/2022;3;4;6;7;10;11;12;19;21;26;32;36;37;39;41;46;48;54;65;70;2;3 454 433;eur;
2022108;23/02/2022;soir;25/04/2022;1;2;5;9;10;12;16;19;21;22;23;26;27;31;32;36;38;40;43;65;2;5 420 599;eur;
2022107;23/02/2022;midi;25/04/2022;5;7;9;10;11;13;14;16;18;20;21;22;29;37;41;44;55;64;66;68;3;8 394 002;eur;
2022106;22/02/2022;soir;24/04/2022;8;9;10;11;15;17;31;33;39;41;42;45;47;48;54;60;64;67;68;70;2;2 994 950;eur;
2022105;22/02/2022;midi;24/04/2022;3;5;9;17;21;25;26;29;32;34;38;40;43;46;49;56;62;63;65;70;2;1 177 848;eur;
2022104;21/02/2022;soir;23/04/2022;1;2;3;6;9;11;15;25;32;33;37;42;46;49;52;58;61;62;66;68;2;2 767 490;eur;
2022103;21/02/2022;midi;23/04/2022;2;3;4;10;12;15;19;21;28;30;33;35;39;42;46;50;51;54;56;66;2;7 741 536;eur;
2022102;20/02/2022;soir;22/04/2022;1;5;9;13;16;19;21;23;26;29;31;36;41;45;49;57;60;66;68;70;2;5 809 587;eur;
2022101;20/02/2022;midi;22/04/2022;2;7;8;16;21;25;27;29;35;36;40;46;52;53;55;59;60;62;63;70;2;5 678 802;eur;
2022100;19/02/2022;soir;21/04/2022;1;2;10;11;16;18;20;22;23;25;36;38;40;44;49;53;55;63;64;70;2;8 891 938;eur;
2022099;19/02/2022;midi;21/04/2022;6;8;9;10;19;22;24;27;28;29;35;37;38;41;47;57;61;62;67;68;2;4 205 667;eur;
2022098;18/02/2022;soir;20/04/2022;1;7;15;16;17;18;27;30;34;42;43;45;47;50;52;61;62;63;64;69;3;2 795 321;eur;
2022097;18/02/2022;midi;20/04/2022;2;8;12;18;21;22;23;24;26;27;28;29;31;32;33;37;43;51;61;67;5;0 146 794;eur;
2022096;17/02/2022;soir;19/04/2022;3;4;10;13;15;17;19;22;25;29;30;32;37;42;48;51;57;59;60;67;2;3 660 875;eur;
2022095;17/02/2022;midi;19/04/2022;4;9;11;13;17;18;24;25;32;44;45;46;48;51;54;56;60;61;63;67;3;3 299 666;eur;
2022094;16/02/2022;soir;18/04/2022;3;12;16;18;26;27;28;29;35;36;40;44;49;56;58;59;64;67;68;69;2;7 716 497;eur;
2022093;16/02/2022;midi;18/04/2022;4;5;13;29;31;32;35;37;44;46;47;48;50;51;52;53;55;58;61;62;2;3 449 170;eur;
2022092;15/02/2022;soir;17/04/2022;2;3;4;15;16;31;32;33;34;35;39;40;41;52;56;58;60;67;68;69;3;4 216 753;eur;
2022091;15/02/2022;midi;17/04/2022;2;5;6;16;18;19;20;22;38;39;45;49;52;53;54;57;58;60;63;68;3;0 481 200;eur;
2022090;14/02/2022;soir;16/04/2022;5;8;9;10;11;16;19;20;24;28;29;30;36;39;42;46;49;50;58;62;3;6 392 826;eur;
2022089;14/02/2022;midi;16/04/2022;5;7;19;21;24;27;32;35;41;44;46;54;55;56;64;66;67;68;69;70;2;0 854 119;eur;
2022088;13/02/2022;soir;15/04/2022;5;9;10;11;13;16;22;24;28;35;41;44;51;53;55;56;58;60;61;62;2;4 845 307;eur;
2022087;13/02/2022;midi;15/04/2022;5;7;8;9;12;14;25;28;29;36;46;47;52;54;55;59;60;62;68;69;3;0 108 215;eur;
2022086;12/02/2022;soir;14/04/2022;1;6;10;13;14;15;18;19;21;23;31;39;43;44;46;58;63;64;65;69;2;3 614 628;eur;
2022085;12/02/2022;midi;14/04/2022;12;15;16;17;21;23;34;35;39;41;42;44;48;49;52;54;56;59;61;67;2;4 739 926;eur;
2022084;11/02/2022;soir;13/04/2022;1;2;3;4;7;9;10;13;14;21;25;30;39;44;46;52;57;61;62;70;3;2 812 869;eur;
2022083;11/02/2022;midi;13/04/2022;1;3;6;9;10;16;18;27;28;30;32;34;37;42;44;45;50;53;60;68;2;2 092 207;eur;
2022082;10/02/2022;soir;12/04/2022;1;3;13;19;23;24;25;27;29;37;38;39;41;47;50;53;56;63;64;69;2;9 211 429;eur;
2022081;10/02/2022;midi;12/04/2022;1;8;12;17;21;26;29;32;37;39;42;47;48;52;56;59;62;64;67;70;2;7 781 577;eur;
2022080;09/02/2022;soir;11/04/2022;2;7;8;10;13;15;18;19;22;23;25;27;28;29;31;47;51;61;63;68;2;0 061 451;eur;
2022079;09/02/2022;midi;11/04/2022;2;5;14;18;22;26;27;28;29;31;38;39;43;44;47;48;62;63;66;68;2;1 245 929;eur;
2022078;08/02/2022;soir;10/04/2022;5;10;16;19;21;22;23;26;32;36;41;48;49;50;52;56;57;65;68;69;3;6 539 172;eur;
2022077;08/02/2022;midi;10/04/2022;2;4;6;10;15;19;21;30;32;33;34;35;40;48;51;53;58;61;64;70;2;9 887 479;eur;
2022076;07/02/2022;soir;09/04/2022;2;3;4;5;7;13;17;19;20;26;32;33;36;39;51;57;58;65;67;70;2;4 823 506;eur;
2022075;07/02/2022;midi;09/04/2022;2;4;8;13;25;32;37;40;42;43;45;47;50;53;54;55;57;58;69;70;2;3 211 559;eur;
2022074;06/02/2022;soir;08/04/2022;1;3;4;6;7;20;21;24;25;27;35;37;39;43;47;48;54;58;60;68;3;3 655 786;eur;
2022073;06/02/2022;midi;08/04/2022;1;12;13;14;15;16;19;26;30;33;37;38;40;43;53;57;62;65;66;70;3;7 022 945;eur;
2022072;05/02/2022;soir;07/04/2022;2;4;12;13;18;21;23;30;38;43;46;47;48;49;50;51;52;60;66;67;2;6 567 379;eur;
2022071;05/02/2022;midi;07/04/2022;2;4;11;18;21;28;29;32;34;38;40;46;48;52;53;56;58;60;61;67;2;0 526 742;eur;
2022070;04/02/2022;soir;06/04/2022;12;14;15;17;18;24;27;30;32;35;38;44;45;49;50;51;52;55;56;66;2;2 921 832;eur;
2022069;04/02/2022;midi;06/04/2022;1;3;8;9;11;14;16;25;30;43;45;49;51;52;61;62;63;66;68;70;2;3 539 128;eur;
2022068;03/02/2022;soir;05/04/2022;5;7;12;14;21;22;23;29;30;31;32;39;49;51;57;60;61;63;65;68;2;8 746 167;eur;
2022067;03/02/2022;midi;05/04/2022;1;5;6;7;13;14;20;23;24;37;41;45;47;51;52;54;57;58;61;65;2;3 973 664;eur;
2022066;02/02/2022;soir;04/04/2022;3;9;12;14;15;20;23;26;28;29;31;32;36;51;54;55;56;61;62;68;3;7 279 797;eur;
2022065;02/02/2022;midi;04/04/2022;3;4;6;19;20;23;24;25;32;34;36;37;40;45;47;49;50;57;58;69;2;3 234 488;eur;
2022064;01/02/2022;soir;03/04/2022;3;10;14;17;20;21;27;32;34;42;45;47;50;51;52;53;59;61;63;68;2;5 385 253;eur;
2022063;01/02/2022;midi;03/04/2022;2;4;7;9;11;16;23;25;31;33;39;41;45;46;47;54;56;60;67;68;3;8 399 202;eur;
2022062;31/01/2022;soir;02/04/2022;3;9;15;17;18;26;29;30;34;35;37;40;41;42;47;53;55;56;61;62;2;1 550 768;eur;
2022061;31/01/2022;midi;02/04/2022;4;5;7;9;14;15;19;21;24;30;38;39;42;44;45;46;47;55;60;69;2;7 831 554;eur;
2022060;30/01/2022;soir;01/04/2022;2;5;7;8;13;15;22;28;30;37;39;42;44;47;55;56;60;61;62;68;2;5 162 397;eur;
2022059;30/01/2022;midi;01/04/2022;1;9;11;13;21;23;30;35;36;40;41;44;47;56;57;58;59;62;65;69;2;1 828 354;eur;
